Mevuzat;Analiz Edilen Madde;İlişkili Rehber Maddesi (Yerel / Uluslararası);Kontrol Sorusu;Açıklama ve Gerekçe;Denetim Testi (Prosedür);Uygulama Notu / Örnek Kanıt;;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 5(ı);"5464 sayılı Kanun md 4(b) – Kurucuların mali yapısı; Basel Core Principles 5 – Licensing criteria (grup yapısı ve konsolide mali durum değerlendirmesi)";Kurucu tüzel kişiler bir şirket grubunun parçası ise, ilgili sermaye grubunun UFRS’ye uygun ve uluslararası denetimden geçmiş son üç yıllık konsolide mali tabloları sunuldu mu?;Bir kurucu şirket daha büyük bir şirketler grubuna dahil ise, tüm grup düzeyindeki finansal sağlığın görülmesi istenir. Uluslararası finansal raporlama standartlarına (UFRS) uygun ve bağımsız denetim onaylı konsolide mali tablolar, grubun genel mali gücünü, borçluluk düzeyini ve performansını ortaya koyar. Böylece kurucu şirketin bağlı bulunduğu grubun finansal sağlamlığı değerlendirilerek, grubun gerek duyulduğunda yeni kurulacak şirkete destek sağlayabilme kapasitesi ya da grubun zayıflığının yeni şirkete yansıtabileceği riskler göz önünde bulundurulur. Bu bilgi, lisanslama kararında grubun varlığının yaratacağı etkilerin değerlendirilmesine yardımcı olur.;Denetim Prosedürü: Tüzel kurucuların dahil olduğu bir ana sermaye grubu/holding varsa, o grubun son üç yıllık konsolide mali tablo setleri (konsolide bilanço ve gelir tabloları) dosyada aranır. Denetçi, bu tabloların uluslararası kabul görmüş bir bağımsız denetim şirketince denetlendiğini (örneğin Big Four onaylı rapor) ve UFRS formatında hazırlandığını kontrol eder. Konsolide tablolardan grubun toplam aktif büyüklüğü, özkaynakları, net kârlılık durumu ve finansal rasyoları incelenir. Son üç yıl içinde grubun finansal durumunda belirgin bir bozulma veya risk unsuru olup olmadığı (örneğin artan borçluluk veya azalan özkaynak) analiz edilerek bulgular not edilir.;"Konsolide Finansal Tablolar: Örneğin, konsolide bilançoda ""Toplam Aktif: 10 Milyar TL,"" ""Özkaynaklar: 2 Milyar TL,"" ""Kısa Vadeli Yükümlülükler: 1.5 Milyar TL"" gibi kalemler görülmelidir. Bağımsız denetim raporunda ""… uluslararası denetim standartlarına uygun olarak denetlenmiş ve konsolide mali tablolar tüm önemli açılardan gerçeğe uygun bir görünüm sunmaktadır…"" şeklinde bir ibare yer alması beklenir.";;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 5(i);"5464 sayılı Kanun md 4(c) – Ortaklık yapısının şeffaflığı (nihai hak sahipleri); Basel Core Principles 5 – Licensing criteria (nihai faydalanıcıların tespiti)";Kurucu tüzel kişilerin ortaklarının ve bunların da ortaklarının nihai gerçek kişi pay sahiplerini ve pay oranlarını gösterir bir tablo/şema hazırlanmış mı? Tüm dolaylı ortaklık zinciri şeffaf biçimde ortaya konulmuş mu?;Kart kuruluşunun sermaye yapısında dolaylı pay sahiplikleri varsa, bunların nihai noktadaki gerçek kişilere kadar ortaya konulması istenir. Bu bent uyarınca, kurucu tüzel kişilerin hissedarları, onların da hissedarları şeklinde zincirleme bir ortaklık yapısı tablosu sunularak, nihai kontrolü elinde bulunduran gerçek kişiler belirlenmiş olur. Amaç, mülkiyet yapısında gizli veya belirsiz ortak bırakmayarak uygunluk denetimini sağlamak ve ileride ortaya çıkabilecek olası çıkar çatışmalarını veya denetim zorluklarını önlemektir.;Denetim Prosedürü: Başvuru dosyasındaki ortaklık şemaları incelenir. Denetçi, her bir tüzel kurucu için doğrudan ortağı olan tüzel kişilerin ve en sonunda ulaşılabilen gerçek kişi ortakların isim ve pay oranlarını gösteren cetvellerin mevcut olup olmadığına bakar. Bu cetvellerde sahiplik zincirinin kesintisiz şekilde (tüm katmanlarıyla) gösterildiği ve nihai hak sahiplerinin tespit edildiği doğrulanır. Gerekirse Ticaret Sicili kayıtları ve MERSİS üzerinden ek araştırma yapılarak beyan edilen ortaklık yapısının doğruluğu teyit edilir.;"Ortaklık Şeması: Örnek bir şema, ""A Şirketi (%60) → B Şirketi (%100) → [Gerçek Kişi X] (%40), [Gerçek Kişi Y] (%60)"" şeklinde nihai ortakları ortaya koymalıdır. Bu tabloda her bir şirketin pay sahipleri ve oranları katman katman belirtilir. Nihai olarak tüm yolların gerçek kişi(ler)e çıktığı ve hiçbir anonim yapı kalmadığı görülmelidir.";;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 5(j);"5411 sayılı Bankacılık Kanunu md 7 – Kurucu mali yükümlülükleri (vergiler/primler); Basel Core Principles 5 – Licensing criteria (kamusal yükümlülüklerin yerine getirilmesi)";Kurucuların “borcu yoktur” yazıları alınmış mı? İlgili vergi daireleri ve SGK’dan, her bir kurucunun vadesi geçmiş vergi borcu ile sosyal güvenlik prim borcu bulunmadığına dair belgeler var mı?;Kurucuların kamuya olan vergi ve sigorta primi yükümlülüklerini tam olarak yerine getirmiş olmaları şartı aranır. Bu, kurucuların mali sorumluluk bilincine sahip, yükümlülüklerini zamanında ödeyen kişiler olduğunu gösterir. Vergi veya SGK prim borcu bulunan kişilerin finansal kuruluş kurucusu olmaları, ileride kurumun yasal mevzuata uyum kültürü açısından risk teşkil edeceği değerlendirmesiyle istenmez. Dolayısıyla “borcu yoktur” belgeleri, kurucuların devlete karşı mali yükümlülüklerinde temiz bir sicile sahip olduğunu teyit ederek finansal sisteme güvenilir kişi girişini sağlar.;"Denetim Prosedürü: Her kurucuya ait güncel tarihli vergi borcu yoktur yazısı ile SGK prim borcu yoktur yazısı dosyada bulunmalıdır. Denetçi, vergi dairesi yazısında ""… tarihi itibarıyla vadesi geçmiş borcu bulunmamaktadır"" ifadesinin, SGK yazısında da ""… tarihi itibarıyla SGK’ya herhangi bir borcu yoktur"" ifadesinin yer alıp almadığını kontrol eder. Belgelerin ilgili resmi daire tarafından onaylı (ıslak imzalı veya e-imzalı) olması ve kurucunun adı/T.C. kimlik numarasıyla eşleşmesi gerekir. Herhangi bir borç görülürse, bu durumun kurucu yeterliliğine etkisi değerlendirilir.";"“Borcu Yoktur” Yazıları: Vergi Dairesinden alınan belgede ""… vergi dairesine 01.07.2025 tarihi itibariyle vadesi geçmiş vergi borcu bulunmamaktadır."", SGK’dan alınan belgede ise ""… Sosyal Güvenlik Kurumuna 01.07.2025 itibarıyla borcu yoktur."" şeklinde ifadeler yer almalıdır. Bu yazılar ilgili kurumların antetli kağıdında, yetkili imza veya e-imza ile onaylanmış olarak dosyada bulunur.";;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 5(k);"5464 sayılı Kanun md 4(d) – Sermayenin yeterliliği ve kaynağı; Basel Core Principles 5 – Licensing criteria (ana yatırımcıların mali yeterliliği)";Sermayenin %10 veya fazlasını taahhüt eden kurucuların mali durumları, Yeminli Mali Müşavir raporuyla analiz edilmiş mi? Bu raporlar, kurucuların sermaye koyma yeterliliğini ortaya koyuyor mu?;Önemli sermaye payını üstlenen kurucuların mali güçlerinin bağımsız ve uzman bir gözle değerlendirilmesi amacıyla YMM raporu istenir. Bu rapor, ilgili kurucunun mal varlığını, gelir kaynaklarını, borçlarını ve ödeme kabiliyetini analiz ederek taahhüt ettiği sermayeyi gerçekte karşılayabilecek durumda olup olmadığını ortaya koyar. Böylece sadece kâğıt üzerinde sermaye taahhüdünde bulunan, ancak gerçekte bunu finanse edemeyecek durumda olan kişilerin tespiti mümkün olur ve sermayenin sürdürülebilirliği güvence altına alınır.;Denetim Prosedürü: Başvuru dosyasında sermayenin %10 ve fazlasını üstlenen her kurucu için, 3568 sayılı Kanun yetkisine haiz bir Yeminli Mali Müşavir tarafından hazırlanmış mali durum raporu bulunup bulunmadığı kontrol edilir. Denetçi, bu raporlarda kurucunun toplam varlıkları (nakit, menkul/gayrimenkul değerler), mevcut finansal borçları, özkaynak tutarı ve yıllık gelir akışının detaylandırıldığını teyit eder. Raporların sonuç bölümünde her bir kurucunun taahhüt ettiği sermaye tutarını kendi kaynaklarıyla karşılama yeterliliğine sahip olduğu yönünde bir tespit veya kanaat ifadesi bulunup bulunmadığına bakılır. Raporların YMM kaşesi ve imzası taşıdığı ve rapor tarihinin güncel olduğu doğrulanır.;"YMM Raporu: Rapor içeriğinde kurucunun mali analizine dair ""... söz konusu kurucunun malvarlığı ve özkaynakları, taahhüt ettiği sermaye tutarını karşılayabilecek düzeydedir."" benzeri bir ifade yer almalıdır. Rapor eklerinde kurucunun bilanço tarzı malvarlık dökümü ve gelir-gider tabloları bulunabilir. Ayrıca raporun sonunda YMM’nin ""… 3568 sayılı Kanun hükümleri uyarınca bağımsız ve tarafsız olarak düzenlenmiştir."" şeklinde bir beyanının olması, raporun geçerliliği açısından önemlidir.";;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 5(l);"5464 sayılı Kanun md 4(b) – Kurucuların mesleki yeterliliği; EBA/GL/2021/06 – Yönetici yeterliliği rehberi (deneyim ve dürüstlük değerlendirmesi)";Kurucuların yanı sıra belirlenmişse atanacak yönetim kurulu üyeleri ve genel müdürün ayrıntılı özgeçmişleri sunuldu mu? Bu CV’lerde son 10 yılda finansal kurum tecrübeleri belirtilmiş mi?;Kurum, kuruluş izin sürecinde kurucuların ve planlanan üst düzey yöneticilerin mesleki tecrübelerini ve geçmiş performanslarını değerlendirmek ister. Son on yıla dair çalışma geçmişini içeren ayrıntılı özgeçmişler, bu kişilerin bankacılık/finans sektöründeki deneyimlerini, uzmanlık alanlarını ve varsa geçmişte görev aldıkları finansal kuruluşlardaki pozisyonları ortaya koyar. Bu sayede kart kuruluşunun önemli pay sahipleri ve yöneticilerinin sektörel bilgi birikimi, itibarı ve herhangi bir olumsuz sicil kaydı olup olmadığı anlaşılır. Nitelikli ve deneyimli kadrolar, kuruluşun sağlıklı yönetimi için kritik olduğundan, bu şart lisanslamada önemli bir değerlendirme kriteridir.;Denetim Prosedürü: Başvuru dosyasında tüm kurucu gerçek kişilerin ve belirlenmiş ise yönetim kurulu üyesi/girişimci ortak ile genel müdür adayının özgeçmişleri bulunmalıdır. Denetçi, her bir CV’de kişinin eğitim durumu, kariyerindeki önemli görevler ve son 10 yılda finans veya bankacılık sektöründe üstlendiği pozisyonların tarihleriyle birlikte listelendiğini kontrol eder. Özgeçmişlerde finansal kuruluş tecrübesi mevcutsa, ilgili kurum adı, görev unvanı ve çalıştığı yıllar açıkça belirtilmiş olmalıdır. Ayrıca, bu kişilerin geçmişlerinde bir bankacılık yasağına uğrayıp uğramadığı veya disiplin cezası alıp almadığı hususlarında özgeçmiş veya ek beyan bilgilerinden yararlanılarak değerlendirme yapılır.;"Özgeçmiş Örneği: Bir adayın CV’sinde ""2015-2020: XYZ Bankası – Kredi Tahsis Müdürü"", ""2021-2024: ABC Faktoring – Genel Müdür Yardımcısı"" gibi pozisyon ve kurum bilgilerinin yer alması beklenir. Ayrıca eğitim bilgileri ve sahip olduğu sertifikalar da belirtilmelidir (örn. Bankacılık ve Finans yüksek lisansı, SPK Düzey 3 Lisansı gibi). Eğer son 10 yıl içinde finans sektörü deneyimi yoksa, özgeçmişte ""… finans sektöründe deneyimi bulunmamaktadır."" şeklinde bir not bulunabilir.";;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 5(m);"6098 sayılı Türk Borçlar Kanunu – Vekâlet ve temsil hükümleri; BDDK Başvuru Usulü Kılavuzu – Temsilci tayini şartları";Kurucuları temsilen başvuru yapma yetkisi verilen kişilere ait noter onaylı vekaletnameler dosyada mevcut mu? Bu vekaletlerde, ilgili kişinin BDDK nezdinde kuruluş başvurusu yapmaya tam yetkili olduğu belirtilmiş mi?;Kurucular adına kuruluş işlemlerini takip edecek temsilcilerin yetkilerinin resmi olarak belgelenmesi gerekir. Bu nedenle, her bir kurucu, başvuru sürecinde kendisini temsil edecek kişi ya da kişilere noter tasdikli vekâletname düzenler. Böylece Kurum, muhatap aldığı kişinin o kurucuyu yasal olarak temsil etmeye yetkili olduğunu bilir. Bu uygulama, başvuru sürecinin hukuka uygun ve düzenli yürütülmesini sağlar.;"Denetim Prosedürü: Başvuru dosyasında, her kurucunun adına hareket eden vekiller için düzenlenmiş noter onaylı vekaletname örnekleri aranır. Denetçi, her vekaletnamede ilgili kurucunun açık kimlik bilgilerinin bulunduğunu ve vekil tayin edilen kişinin ""… BDDK nezdinde yapılacak kart kuruluşu izin başvurusu işlemlerinde tam yetkiyle temsil"" ibaresiyle yetkilendirildiğini kontrol eder. Vekaletnamelerin tarihinin güncel, kapsamının kuruluş işlemlerini içerir ve vekil ile vekalet verenin imzalarını taşıyor olduğunu doğrular. Gerekirse vekalet verenin imza sirküleri ile vekaletnamedeki imza örnekleri karşılaştırılarak belgenin geçerliliği teyit edilir.";"Vekaletname Örneği: ""[Kurucu Adı], Banka Kartları ve Kredi Kartları Hakkında Yönetmelik kapsamında BDDK’ya yapılacak başvuru da dahil olmak üzere, kuruluş işlemlerinin takibi için [Vekil Adı]’nı tam yetki ile vekil tayin etmiştir."" şeklinde bir ifadeye yer verilmelidir. Vekaletnameler noter mühürü ve onayı taşımalı; asılları veya noter onaylı nüshaları başvuru dosyasında bulunmalıdır.";;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 5(n);"5464 sayılı Kanun md 4(d) – Sermayenin nakden ve muvazaadan arî ödenmesi; Basel Core Principles 5 – Licensing criteria (sermaye kaynaklarının doğruluğu)";Sermayenin %10 ve fazlasını taahhüt eden kurucuların, koyacakları sermaye tutarını kendi yasal faaliyetlerinden elde ettikleri ve her türlü muvazaadan ari olduğunu beyan eden taahhütnameleri var mı?;Bu bent uyarınca, büyük sermaye payı taahhüdünde bulunan kurucuların, sermaye için kullanılacak fonların kendi özkaynaklarından ve meşru kaynaklardan sağlandığını taahhüt etmeleri gerekir. Kurucuların imzalayacağı bu taahhütnamelerle, yatırılan sermayenin gizli anlaşma (muvazaa) içermediği, ödünç alınmış veya yasa dışı bir kaynaktan gelmediği beyan edilir. Amaç, kurulacak finansal kuruluşun sermayesinin gerçekten kuruculara ait temiz kaynaklardan oluşmasını sağlamak ve göstermelik/hileli sermaye konulması riskini ortadan kaldırmaktır.;"Denetim Prosedürü: Başvuru dosyasında sermayenin %10 veya fazlasını koyacak her kurucu için Ek-4 formatına uygun olarak hazırlanmış, imzalı sermaye taahhütnameleri aranır. Denetçi, bu taahhütnamelerde kurucuların ""… taahhüt ettiğim sermaye tutarı, kendi ticari/sınaî faaliyetlerimden elde ettiğim yasal gelirlerimden karşılanmıştır ve sermaye ödemesi her türlü muvazaadan arî olarak gerçekleştirilmiştir"" benzeri ifadelerle beyanda bulunduklarını kontrol eder. Belgelerin kurucular tarafından imza altına alındığı ve tarih atıldığı görülmelidir. Gerekirse kurucuların banka hesap hareketleri incelenerek sermaye ödemelerinin ilan ettikleri kaynaklardan gelip gelmediği doğrulanır.";"Kurucu Taahhütnamesi: ""5464 sayılı Kanun’un 4 üncü maddesi kapsamında, taahhüt ettiğim sermaye tutarını kendi yasal faaliyetlerimden elde ettiğim gelirlerle karşıladığımı ve bu sermaye ödemesinin her türlü muvazaadan ari olduğunu beyan ederim."" ifadesi her bir ilgili kurucu tarafından imzalanmış olmalıdır. Bu taahhütnameler, gerçeğe aykırı beyanda bulunulması halinde yaptırımların uygulanacağına dair uyarıları da içermeli ve noter tasdikli olarak dosyada yer almalıdır.";;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 21(1);"5464 sayılı Banka Kartları ve Kredi Kartları Kanunu m.8(1) (talep olmadan kart çıkarma yasağı); Basel Temel Prensipler #17 (Kredi Riski – sorumlu kredi verme)";Kart çıkaran kuruluş, talep veya sözleşme olmaksızın herhangi bir kişi adına kart üretip göndermiyor mu? Banka, müşteri talebi ve onayı olmadan kredi kartı tahsis ediyor mu?;"Bu hüküm, müşteri talebi ve sözleşmesi olmaksızın kredi kartı gönderilmesini yasaklayarak tüketiciyi korumayı amaçlar. İstenmeyen kartların dağıtılması, müşterinin bilgisi dışında borç doğmasına veya kartların kötüye kullanılmasına yol açabilir. Madde 21(1) ile bankaların sorumlu kart tahsisi yapması sağlanır; böylece müşteri rızası olmadan kredi riski yaratılması ve olası dolandırıcılık riskleri azaltılır.";Bankanın kredi kartı tahsis süreçleri incelenir. Rasgele seçilen yeni kredi kartı hesaplarına ait dosyalarda müşteri başvuru formu ve imzalı sözleşme bulunup bulunmadığı kontrol edilir. Bankanın pazarlama kampanyalarında talep olmadan kart gönderimi yapmadığına dair iç talimat ve uygulamalar sorgulanır. Ayrıca müşteri şikayet kayıtları taranarak “talebim olmadan kart gönderildi” şeklinde şikayetler olup olmadığına bakılır.;Örnek Kanıt: İncelenen kredi kartı tahsis dosyalarında, müşterinin imzaladığı başvuru formu veya sözleşme kopyası bulunmalıdır. Banka iç prosedür dokümanında “Müşteri talebi veya onayı olmadan kredi kartı gönderilemez” şeklinde bir ifade yer alabilir. Örneğin, denetime sunulan bir iç yazışmada banka personeline müşteri talebi olmadan kart basılmasının yasak olduğu hatırlatılmışsa, bu uygun uygulamaya dair kanıt teşkil eder.;;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 21(2);"5464 sayılı Kanun m.8(5) (kart numarası ve şifre gizliliği); PCI-DSS Standartları (kart numarasını maskeleme kuralı); Basel Temel Prensipler #25 (Operasyonel Risk – bilgi güvenliği)";Banka, kart kullanımında gerekli görülen şifre/PIN gibi bilgilerin gizliliğini sağlamak için önlemler almış mı? Müşteri sliplerinde ve hesap özetlerinde kart numarasının tamamı görünmüyor mu (maskeleniyor mu)?;Bu bent, kart hamillerinin güvenliğini sağlamaya yöneliktir. Eğer kart kullanımı bir kod, şifre veya benzeri doğrulama gerektiriyorsa, bu bilgilerin üçüncü şahıslarca ele geçirilmemesi için gerekli önlemler alınmalıdır. Ayrıca harcama belgesinin müşteri nüshasında kart numarasının açıkça yazılmaması şart koşulur. Böylece kart bilgilerinin kötü niyetli kişilerin eline geçmesi riski azaltılır. Amaç, kart sahteciliği ve yetkisiz kullanım risklerini minimize etmek, bankanın ve müşterinin maruz kalacağı zararı önlemektir.;Bankanın bilgi güvenliği ve kart operasyon prosedürleri incelenir. POS cihazı slipleri, ATM fişleri, hesap özetleri gibi belgelerde kart numarasının nasıl göründüğü test edilir – müşteri kopyalarında numaranın maskelenmiş (ör. “**** **** **** 1234” formatında) olması beklenir. Kart şifrelerinin/PIN’lerinin müşteriye iletim yöntemleri (kapalı zarf, güvenli dijital kanal vb.) değerlendirilir. Ayrıca, banka yazışmalarında ve e-postalarda kart numarasının tamamen yazılmadığı (yalnızca bir kısmı gösterildiği) örnekler aranır.;Örnek Kanıt: Bir POS slip örneğinde kart numarasının sadece son 4 hanesinin göründüğü doğrulanabilir. Hesap ekstresi örneklerinde kredi kartı numarasının “XXXX-XXXX-XXXX-1234” şeklinde maskelendiği görülmelidir. Bankanın PIN gönderim prosedür belgesinde “PIN bilgisi kapalı zarf içinde ve yalnızca kart hamiline teslim edilir” veya benzeri bir ifade yer alabilir. Ayrıca banka iç denetim raporlarında, kart numarası ve müşteri bilgilerinin yazışmalarda gizli tutulduğuna dair tespit bulunması bu kontrollerin etkinliğine dair kanıt sayılır.;;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 21(3);"5464 sayılı Kanun (müşteri bilgilerinin gizliliği); 6698 sayılı KVKK (kişisel verilerin korunması ilkeleri); Bankacılık Kanunu 5411 m.73 (müşteri sırrı yükümlülüğü); Basel Temel Prensipler #25 (Operasyonel Risk)";Banka, kart hamillerine ait kişisel bilgileri gizli tutuyor ve kendi hizmetlerinin pazarlanması dışında başka amaçlarla kullanmıyor mu? Müşteri verilerine yetkisiz erişimi engelleyecek kontroller mevcut mu?;Bu yükümlülük, müşteri mahremiyetini korumak ve kişisel verilerin güvenliğini sağlamak amacını taşır. Kart çıkaran kuruluş, müşteriden edindiği kimlik, gelir, iletişim gibi kişisel bilgileri gizli tutmak ve müşterinin rızası veya kanuni yetki olmaksızın üçüncü kişilerle paylaşmamak zorundadır. Böylece müşteri bilgilerinin izinsiz kullanımını, kimlik hırsızlığı gibi riskleri azaltır. Madde 21(3) aynı zamanda KVKK ve bankacılık sırları mevzuatıyla uyum içinde olup bankanın itibar riskini de yönetir.;Bankanın bilgi güvenliği politikaları ve müşteri veri koruma prosedürleri incelenir. Müşteri verisine erişim yetkileri gözden geçirilerek yalnızca yetkili personelin erişebildiği teyit edilir (erişim logları incelenebilir). Pazarlama dışı amaçlarla veri paylaşımının yasaklandığına dair banka içi talimatlar aranır. Personelin gizlilik taahhütnameleri ve bu konuda aldığı eğitim kayıtları kontrol edilir. Gerekirse, ilgili birim yöneticileriyle görüşülerek müşteri bilgilerini korumak için alınan teknik tedbirler (ör. veri şifreleme, ekran gizleme) sorulur.;Örnek Kanıt: Banka çalışanlarının imzaladığı gizlilik sözleşmelerinde “Müşteri bilgileri görev dışı amaçla kullanılamaz ve ifşa edilemez” ifadesi görülmelidir. Bankanın gizlilik politikası dokümanında müşteri bilgilerinin korunacağı ve sadece izin verilen amaçlarla işleneceği belirtilmiş olmalıdır. Ayrıca, destek hizmeti sağlayıcılarla yapılan sözleşmelerde “müşteri verileri gizli tutulacaktır” maddesinin bulunması, bu maddenin uygulandığına dair bir göstergedir. Örneğin, incelenen bir destek hizmeti sözleşmesinde “... çalışanları hakkında da bu hüküm uygulanır” ibaresine rastlanması, üçüncü tarafların da gizlilik yükümlülüğüne tabi olduğunu kanıtlar.;;
Banka Kartları Ve Kredi Kartları Hakkında Yönetmelik;Madde 21(4);"5464 sayılı Kanun m.8 (kart basımı ve tesliminde güvenlik); BDDK Destek Hizmetleri Yönetmeliği (kart basım/dosyalama hizmetleri güvenliği); Basel Operasyonel Risk İlkeleri (fiziksel güvenlik kontrolleri)";Banka, kredi kartının basımından müşteriye teslimine kadar geçen süreçte kart ve üzerindeki bilgilerin gizliliğini sağlayacak uygun kontrol ortamını tesis etmiş mi? Kart basımı ve dağıtımı sırasında suistimalleri önlemek için fiziksel ve lojistik güvenlik tedbirleri alınmış mı?;Bu madde, kart basımından kartın hamile teslimine kadar olan süreçteki riskleri adresler. Kartın üretimi, kişiselleştirilmesi ve müşteriye ulaştırılması aşamalarında bilgilerin sızması veya kartın kopyalanması riski vardır. Banka, bu süreçlerde uygun fiziksel güvenlik (ör. basım odasına yetkisiz girişin engellenmesi, kamera takibi) ve işlemsel kontrolleri tesis ederek kart bilgilerinin gizliliğini sağlar ve olası suistimalleri önler. Böylece müşteri kartları daha eline ulaşmadan çalınma/kopyalanma riskine karşı korunmuş olur, bu da hem müşteri varlıklarının korunması hem de bankanın operasyonel ve itibar riskinin azaltılması açısından kritiktir.;Bankanın kart basım ve dağıtım süreçleri yerinde incelenir. Kart basım merkezi bankaya aitse, basım yapılan alanın güvenlik kamera kayıtları, giriş-çıkış kayıtları ve personel yetkilendirmeleri kontrol edilir. Kart basımı dış kaynakla yapılıyorsa, hizmet alınan kuruluşun güvenlik sertifikaları (ör. PCI Card Production uygunluğu) ve sözleşmesindeki güvenlik hükümleri gözden geçirilir. Yeni basılan kartların kurye ile gönderim süreçleri incelenerek kartın doğru kişiye teslimine kadar izlenebilirlik sağlanıp sağlanmadığı (teslim tutanakları, kimlik kontrol prosedürleri) test edilir. Rasgele seçilen bazı kart teslim kayıtlarında, kartın bizzat hamiline veya yetkili temsilcisine imza karşılığı verildiği doğrulanır.;"Örnek Kanıt: Kart basım merkezine ait bir iç denetim raporunda, “Kart üretim ortamında müşteri verilerinin gizliliğini sağlayacak kontroller etkindir” yönünde bulgular bulunabilir. Kart teslimine ilişkin kargo/kurye evraklarında, alıcının kimlik bilgisi ve imzası yer almalı; örneğin “Kart teslim alan: [Kart Hamili Adı], T.C. No… imza…” şeklinde kayıtlar olmalıdır. Bankanın operasyon prosedürlerinde “Kartlar basım sonrası kasada kilitli olarak saklanır ve sevkiyat öncesi sayım ve kontrol yapılır” gibi ifadelerin yer alması, bu madde gerekliliklerinin uygulandığını gösteren kanıtlardandır.";;
